#### UTF-8 
#### 外国人名，中英对照的，大约有4万个
#### 共39687条
#### 来源维基百科(wikipedia), https://github.com/beifeng600

克利斯登·奈加特	Kristen Nygaard
卡尔·西格尔	Carl Ludwig Siegel
阿尔内·弗雷德里希	Arne Friedrich
塞巴斯蒂安·克尔	Sebastian Kehl
延斯·诺沃特尼	Jens Nowotny
艾曼纽·琵雅	Emmanuelle Béart
史嘉蕾·喬韓森	Scarlett Johansson
让娜·卡尔芒	Jeanne Calment
列奥纳多·達文西	Leonardo da Vinci
李奥纳多·達文西	Leonardo da Vinci
道格拉斯·霍夫施塔特	Douglas Hofstadter
阿蜜拉·卡薩	Amira Casar
洛可·希佛帝	Rocco Siffredi
卡尔·古斯塔夫·荣格	Carl Jung
珍妮丝·狄金森	Janice Dickinson
金·比兹利	Kim Beazley
伊丽丝·史威爾	Elyse Sewell
泰雅·賓絲	Tyra Banks
玛利亚·阿涅西	Maria Gaetana Agnesi
诺拉·琼斯	Norah Jones
罗纳德·列根	Ronald Reagan
恩格伯特·洪佩尔丁克	Engelbert Humperdinck
斯潘塞·帕西瓦尔	Spencer Perceval
唐纳德·拉姆斯菲尔德	Donald Rumsfeld
奥克萨娜·巴尤尔	Oksana Baiul
阿瑟·柯南道尔爵士	Arthur Conan Doyle
阿瑟·柯南道爾爵士	Arthur Conan Doyle
弗朗切斯科·托蒂	Francesco Totti
卡洛斯·克萊伯	Carlos Kleiber
玛丽-露易丝·梅拉紐爾	Marie-Louise Meilleur
奥古斯都·莫比乌斯	August Ferdinand Möbius
奥列格·斯维亚托斯拉维奇(德列夫利安)	Oleg of the Drevlyans
努里·马利基	Nouri al-Maliki
赫尔曼·汉克尔	Hermann Hankel
汉弗里·戴维	Humphry Davy
格特·馮·倫德施泰特	Gerd von Rundstedt
达·芬奇密碼	The Da Vinci Code
安东尼·瑞普	Anthony Rapp
沃依切赫·雅鲁泽尔斯基	Wojciech Jaruzelski
钟妮·德斯	Joanie Dodds
雅雯·史華霍	Amanda Swafford
莱赫·瓦文萨	Lech Wałęsa
格尔德·冯·伦德施泰特	Gerd von Rundstedt
亚历山德拉·费奥多罗芙娜皇后(尼古拉二世)	Alexandra Feodorovna (Alix of Hesse)
约翰·貝林罕	John Bellingham
易卜拉欣·鲁戈瓦	Ibrahim Rugova
克莱斯顿·海瑞克·海尼根	Christian Friedrich Heinecken
丹尼尔·斯蒂文斯	Dan Stevens
阿兰·霍灵赫斯特	Alan Hollinghurst
汤玛斯·愛迪生	Thomas Edison
查尔斯·羅伯特·達爾文	Charles Darwin
约翰·考宏	John C. Calhoun
尤里·諾里斯金	Yuriy Norshteyn
约瑟夫·巴拉特·柯內爾	Joseph Bharat Cornell
约瑟夫·巴拉特·康奈爾	Joseph Bharat Cornell
约瑟夫·克内尔	Joseph Bharat Cornell
冯·诺伊曼	John von Neumann
乔治·巴頓	George S. Patton
安德鲁·戴维斯	Andrew Davies (writer)
乔治·坎寧	George Canning
克劳伦斯·戴伊	Clarence Day
约翰·加爾布雷斯	John Kenneth Galbraith
凯瑟琳·曼斯菲爾德	Katherine Mansfield
史宾塞·屈賽	Spencer Tracy
阿道夫·加兰德	Adolf Galland
朱利安·赫胥黎	Julian Huxley
亨利·米勒	Henry Miller
约翰·史坦貝克	John Steinbeck
亚瑟·蘭塞姆	Arthur Ransome
罗伯特·佛洛斯特	Robert Frost
无知(米兰·昆德拉)	Ignorance (novel)
让-羅伯特·阿根	Jean-Robert Argand
杰克·強森	Jack Johnson (musician)
克里斯蒂安·拉克鲁瓦	Christian Lacroix
维欧勒·勒·杜克	Eugène Viollet-le-Duc
罗莎·卢森堡	Rosa Luxemburg
乔治·坎宁	George Canning
伊恩·佛萊明	Ian Fleming
爱德华·吉瑞克	Edward Gierek
卡尔·格雷贝	Carl Gräbe
卡尔·利伯曼	Carl Theodore Liebermann
理查德·伊利	Richard T. Ely
弗朗西斯·阿斯顿	Francis William Aston
曼弗雷德·艾根	Manfred Eigen
马里安诺·李维拉	Mariano Rivera
拉斯·昂萨格	Lars Onsager
塞缪尔·诺亚·克莱默	Samuel Noah Kramer
塞缪尔·克莱默	Samuel Noah Kramer
维克托·什克洛夫斯基	Viktor Shklovsky
米哈伊尔·米哈伊洛维奇·左琴科	Mikhail Zoshchenko
克里斯汀·拉克魯瓦	Christian Lacroix
丽莎·库卓	Lisa Kudrow
亚历山大·羅欽可	Alexander Rodchenko
治承·壽永之亂	Genpei War
米哈依尔·莱蒙托夫	Mikhail Lermontov
沃伦·巴菲特	Warren Buffett
伊萨亚斯·阿費沃爾基	Isaias Afewerki
马蒂·孫克	Martinus Sonck
莉莎·庫卓	Lisa Kudrow
罗斯·蓋勒	Ross Geller
莫尼卡·盖勒	Monica Geller
大卫·史威默	David Schwimmer
马蒂亚斯·鲁斯特	Mathias Rust
路易丝·德·克魯阿爾，樸次茅斯女公爵	Louise de Kérouaille, Duchess of Portsmouth
卡雷尔·布吕克纳	Karel Brückner
兹德涅克·格里格拉	Zdeněk Grygera
帕维尔·马雷什	Pavel Mareš
海因里希·卡罗	Heinrich Caro
贾德·戴蒙	Jared Diamond
阿德莱·史蒂文森	Adlai Stevenson II
麦克斯·畢爾邦	Max Beerbohm
弗里德里希·卡尔·冯·萨维尼	Friedrich Carl von Savigny
费利克斯·冯·卢克纳尔	Felix von Luckner
费利克斯·冯·卢克纳尔伯爵	Felix von Luckner
弗里茨·布施	Fritz Busch
弗里兹·布什	Fritz Busch
约翰·威廉·史諾	John W. Snow
克里斯汀·迪奥	Christian Dior S.A.
皮埃尔·布列茲	Pierre Boulez
米洛拉德·帕维奇	Milorad Pavić (writer)
汤姆·貝克特	Thomas Becket
沃伊斯拉夫·科什图尼察	Vojislav Koštunica
哈利·波特与魔法石(电影)	Harry Potter and the Philosopher's Stone (film)
哈利·波特与密室(电影)	Harry Potter and the Chamber of Secrets (film)
卡特琳娜·维特	Katarina Witt
黛比·托马斯	Debi Thomas
法兰兹·雲·柏賓	Franz von Papen
卡特琳娜·維特	Katarina Witt
黛比·托馬斯	Debi Thomas
阿尔瓦罗·乌里韦	Álvaro Uribe
帕维尔·亚历山德罗夫	Pavel Alexandrov
艾德·哈里斯	Ed Harris
珍妮佛·康納莉	Jennifer Connelly
珍妮弗·康奈利	Jennifer Connelly
朱迪丝·施克莱	Judith N. Shklar
汉斯·恩斯特·卡尔·格拉夫·冯·齐腾	Hans Joachim von Zieten
索伦·奥贝·克尔凯郭尔	Søren Kierkegaard
阿布都哈里克·维吾尔	Abduxaliq Uyghur
约翰·威尔克斯·布斯	John Wilkes Booth
谢赫·穆罕默德·本·拉希德·阿勒马克图姆	Mohammed bin Rashid Al Maktoum
欧文·M·费斯	Owen M. Fiss
欧文·费斯	Owen M. Fiss
约翰·魏克斯·布思	John Wilkes Booth
艾尔顿·约翰	Elton John
弗里茨·瓦尔特体育场	Fritz-Walter-Stadion
阿列克谢·亚古丁	Alexei Yagudin
阿列克谢·亞古丁	Alexei Yagudin
阿列克谢·乌曼诺夫	Alexei Urmanov
阿图尔·尼基施	Arthur Nikisch
伊戈尔·斯特拉温斯基	Igor Stravinsky
阿列克谢·烏曼諾夫	Alexei Urmanov
奥克萨娜·巴尤爾	Oksana Baiul
玛丽亚·布特爾斯卡婭	Maria Butyrskaya
伊琳娜·斯盧茨卡婭	Irina Slutskaya
斯科特·漢密爾頓	Scott Hamilton (figure skater)
约翰·巴里摩	John Barrymore
菲利普·吉布斯	Philip Gibbs
詹姆斯·阿瑟·洛威尔	Jim Lovell
伊萨克一世·康尼努斯	Isaac I Komnenos
费尔南多·罗密欧·卢卡斯·加西亚	Fernando Romeo Lucas García
奥斯卡·阿里亚斯·桑切斯	Óscar Arias
奥斯卡·阿里亚斯	Óscar Arias
何塞·菲格雷斯·费雷尔	José Figueres Ferrer
米洛·久卡諾維奇	Milo Đukanović
卡伍德·李普頓	Carwood Lipton
迦玛尔·阿卜杜尔·纳赛尔	Gamal Abdel Nasser
艾拉·費茲潔拉	Ella Fitzgerald
皮特·蒙德里安	Piet Mondrian
卡济米尔·谢韦里诺维奇·马列维奇	Kazimir Malevich
米开朗基罗·梅里西·达·卡拉瓦乔	Caravaggio
拉希德·卡拉米	Rashid Karami
斯维亚托斯拉夫·伊戈列维奇	Sviatoslav I of Kiev
费尔南多·耶罗	Fernando Hierro
爱德华多·杜阿尔德	Eduardo Duhalde
爱德华多·卡马尼奥	Eduardo Camaño
费尔南多·德拉鲁阿	Fernando de la Rúa
卡洛斯·萨乌尔·梅内姆	Carlos Menem
爱德华多·阿尔韦托·杜阿尔德	Eduardo Duhalde
阿尔瓦尔·阿尔托	Alvar Aalto
沃伊斯拉夫·科斯图尼察	Vojislav Koštunica
东尼·霍克	Tony Hawks
阿兰·加西亚·佩雷斯	Alan García
拿破仑·波拿巴	Napoleon
米开朗基罗·梅里西	Caravaggio
沃尔夫冈·卡普	Wolfgang Kapp
阿兰·加西亞	Alan García
克利夫兰·阿貝	Cleveland Abbe
阿卜杜·卡迪爾	Abdelkader El Djezairi
阿尔弗雷多·迪·斯蒂法诺	Alfredo Di Stéfano
乔尔乔·瓦薩里	Giorgio Vasari
彼得·阿伯拉	Peter Abelard
米高·奧雲	Michael Owen
罗伯特·布鲁斯	Robert the Bruce
谢赫·马克图姆·本·拉希德·阿勒马克图姆	Maktoum bin Rashid Al Maktoum
威廉·格勒納	Wilhelm Groener
威廉·格勒纳	Wilhelm Groener
格尔哈德·巴克霍隆	Gerhard Barkhorn
洛达·安塔尔	Roda Antar
阿尔布雷希特·丢勒	Albrecht Dürer
莱纳·玛利亚·里尔克	Rainer Maria Rilke
西门·比士利	Simon Bisley
埃里希·馮·法金漢	Erich von Falkenhayn
埃里希·冯·法金汉	Erich von Falkenhayn
君特·拉爾	Günther Rall
汉斯-約阿希·馬西里	Hans-Joachim Marseille
彼得·弗拉基米洛夫	Peter Vladimirov
威廉·華勒斯	William Wallace
劳伦斯·阿爾瑪-塔德玛	Lawrence Alma-Tadema
劳伦斯·阿尔玛-塔德玛	Lawrence Alma-Tadema
贾德·梅森·戴蒙	Jared Diamond
赛门·畢斯力	Simon Bisley
约翰内斯·施坦因霍夫	Johannes Steinhoff
帕维尔·苏霍伊	Pavel Sukhoi
爱新觉罗·載湉	Guangxu Emperor
尤·伯連納	Yul Brynner
保罗·万乔普	Paulo Wanchope
奥托·格斯勒	Otto Gessler
爱新觉罗·努尔哈赤	Nurhaci
约瑟·伯特蘭	Joseph Louis François Bertrand
尔文·羅密爾	Erwin Rommel
托尔斯滕·弗林斯	Torsten Frings
卡洛斯·特诺里奥	Carlos Tenorio
阿古斯丁·德尔加多	Agustín Delgado
吉乌利娅·法爾內塞	Giulia Farnese
卡洛斯·加马拉	Carlos Gamarra
安德瑞斯·修爾	Andreas Scholl
汤玛斯·杰佛逊	Thomas Jefferson
第欧根尼·拉尔修	Diogenes Laërtius
第欧根尼·拉爾修	Diogenes Laërtius
姆斯季斯拉夫二世·伊贾斯拉维奇	Mstislav II of Kiev
旺加里·馬塔伊	Wangari Maathai
希林·伊巴迪	Shirin Ebadi
希尔琳·艾芭迪	Shirin Ebadi
亚当·施特格瓦爾德	Adam Stegerwald
阿当·斯特格瓦尔特	Adam Stegerwald
雅芝·加里	Adrianne Curry
奥马尔·布拉沃	Omar Bravo
叶海亚·戈尔穆哈马迪	Yahya Golmohammadi
圭多·卡拉布雷西	Guido Calabresi
玛琳·黛德麗	Marlene Dietrich
古斯塔夫·諾斯克	Gustav Noske
古斯塔夫·诺斯克	Gustav Noske
匈亚提·马加什	Matthias Corvinus
克里斯汀·紐斯林-沃尔哈德	Christiane Nüsslein-Volhard
雅罗斯拉夫·伊贾斯拉维奇	Yaroslav II of Kiev
雅罗斯拉夫二世·伊贾斯拉维奇	Yaroslav II of Kiev
汉斯·約阿希·馬西里	Hans-Joachim Marseille
汉斯-约阿希·马西里	Hans-Joachim Marseille
安东尼奥·内尔森	Antônio Naelson
约翰·阿洛伊西	John Aloisi
休·格兰特	Hugh Grant
乔·霍尔德曼	Joe Haldeman
米高·卡扎諾夫	Milko Kazanov
默顿·米勒	Merton Miller
爱德华·維頓	Edward Witten
伯纳德·鲍桑葵	Bernard Bosanquet (philosopher)
朗·霍華	Ron Howard
伊姆雷·纳吉	Imre Nagy
亚罗波尔克二世·弗拉基米罗维奇	Yaropolk II of Kiev
贝拉·昆	Béla Kun
亚罗波尔克·弗拉基米罗维奇	Yaropolk II of Kiev
保罗·瓦樂希	Paul Valéry
穆罕默德·拉菲克·塔拉尔	Muhammad Rafiq Tarar
法鲁克·莱加里	Farooq Leghari
托马斯·卡莱尔	Thomas Carlyle
萨拉·凯丽甘	Sarah Kerrigan
伊日·帕劳贝克	Jiří Paroubek
斯坦尼斯拉夫·格罗斯	Stanislav Gross
费兰度·列當度	Fernando Redondo
约瑟夫·托绍夫斯基	Josef Tošovský
阿列克谢·帕基特诺夫	Alexey Pajitnov
夏尔·卡米尔·圣桑	Camille Saint-Saëns
沃尔特·諾沃特尼	Walter Nowotny
罗杰里奥·切尼	Rogério Ceni
路易斯·哈维尔·加西亚·桑斯	Luis García Sanz
菲利普·道斯特·布拉齊	Philippe Douste-Blazy
路易斯·加西亚	Luis García Sanz
雅各·拉岡	Jacques Lacan
葛雷哥莱·畢克	Gregory Peck
阿沛·阿旺晋美	Ngapoi Ngawang Jigme
伯兹·艾德林	Buzz Aldrin
瓦尔特·乌布利希	Walter Ulbricht
伊萨姆·法塔赫	Essam Abd El Fatah
小沃尔特·M·米勒	Walter M. Miller, Jr.
让-弗朗索瓦·马太	Jean-François Mattei
安琪·史東	Angie Stone
瓦伦蒂娜·捷列斯科娃	Valentina Tereshkova
腓力二世·奥古斯都	Philip II of France
丹尼斯·里奇	Dennis Ritchie
亚罗波尔克一世·斯维亚托斯拉维奇	Yaropolk I of Kiev
基斯顿·卡曼	Christian Kramp
莫顿·米勒	Merton Miller
威廉·詹尼	William Le Baron Jenney
约翰·鮑比	John Bowlby
约翰·鲍比	John Bowlby
平克·佛洛伊德	Pink Floyd
维托里奥·埃曼努埃莱·迪·萨伏伊	Vittorio Emanuele, Prince of Naples
查理·佩斯	Charlie Pace
弗朗切斯科·托尔多	Francesco Toldo
奥利弗·诺伊维尔	Oliver Neuville
伊万·卡维德斯	Iván Kaviedes
弗雷德里克·永贝里	Fredrik Ljungberg
马克西米利亚诺·罗德里格斯	Maxi Rodríguez
埃斯特万·坎比亚索	Esteban Cambiasso
卡洛斯·特维斯	Carlos Tévez
罗宾·范佩西	Robin van Persie
巴卡里·科内	Bakari Koné
托马什·罗西基	Tomáš Rosický
约瑟夫·路易·盖-吕萨克	Joseph Louis Gay-Lussac
鲁道夫·斯坦納	Rudolf Steiner
艾尔弗雷德·朱爾斯·艾耶爾	A. J. Ayer
香农·盧瑟福	Shannon Rutherford
布恩·卡萊爾	Boone Carlyle
麦可·道森(Lost檔案)	Michael Dawson (Lost)
克里斯汀·拉克鲁瓦	Christian Lacroix
蒂耶里·亨利	Thierry Henry
温琴佐·亚昆塔	Vincenzo Iaquinta
阿萨莫阿·吉安	Asamoah Gyan
吉安·阿萨莫阿	Asamoah Gyan
沃特·勞伊德	Walt Lloyd
克里斯蒂安·扎卡尔多	Cristian Zaccardo
佛雷德里科·查韦斯·格德斯	Frederico Chaves Guedes
穆罕默德·卡迪尔	Mohamed Kader
亚历山大·弗雷	Alexander Frei
约西亚·威拉德·吉布斯	Josiah Willard Gibbs
休戈·「赫利」·瑞斯	Hugo "Hurley" Reyes
嘉芙莲·舒歌莉	Katharine Jefferts Schori
拉夫·舒密加	Ralf Schumacher
玛格丽特·尤瑟纳尔	Marguerite Yourcenar
雨果·瑞斯	Hugo "Hurley" Reyes
波里斯·尼古拉耶維奇·葉爾辛	Boris Yeltsin
詹姆斯·「索耶」·福特	James "Sawyer" Ford
夏尔·莫里斯·塔列朗	Charles Maurice de Talleyrand-Périgord
爱新觉罗·胤禵	Yunti
拿破仑·歐仁·路易·波拿巴	Napoléon, Prince Imperial
米罗斯拉夫·克罗泽	Miroslav Klose
萨伊德·賈拉	Sayid Jarrah
平克·佛洛依德	Pink Floyd
雅娜·卡爾曼特	Jeanne Calment
尚-保罗·沙特	Jean-Paul Sartre
约翰·洛克(迷失)	John Locke (Lost)
约翰·洛克(消歧义)	John Locke (disambiguation)
克莱尔·李特頓	Claire Littleton
罗纳德·戈麦斯	Rónald Gómez
路易斯·德布羅伊	Louis de Broglie
威廉·盧雲·漢彌爾頓	William Rowan Hamilton
沃夫根·恩斯·泡利	Wolfgang Pauli
迪克·斯雷顿	Deke Slayton
唐纳德·斯雷顿	Deke Slayton
库尔特·馮·施萊謝爾	Kurt von Schleicher
库尔特·冯·施莱谢尔	Kurt von Schleicher
古斯塔夫·施特雷泽曼	Gustav Stresemann
努诺·馬尼切	Maniche
尼古拉斯·尼葛洛龐帝	Nicholas Negroponte
查尔斯·泰勒	Charles Taylor (Liberian politician)
米洛斯拉夫·克洛泽	Miroslav Klose
巴尔托什·博萨茨基	Bartosz Bosacki
阿卜杜勒-阿齐兹·布特弗利卡	Abdelaziz Bouteflika
马库斯·奥尔巴克	Marcus Allbäck
艾哈迈德·奥亚希亚	Ahmed Ouyahia
若泽·爱德华多·多斯桑托斯	José Eduardo dos Santos
迪伦·麥狄蒙	Dylan McDermott
费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯	Fernando da Piedade Dias dos Santos
戴维·芒福德	David Mumford
米高·柏天尼	Michel Platini
大卫·曼福德	David Mumford
穆罕默德·安瓦尔·萨达特	Anwar Sadat
弗兰克·盖里	Frank Gehry
爱新觉罗·載淳	Tongzhi Emperor
爱新觉罗·永琰	Jiaqing Emperor
安娜-露西亚·科特斯	Ana Lucia Cortez
马蒂厄·克雷库	Mathieu Kérékou
费斯图斯·莫加埃	Festus Mogae
布莱兹·孔帕奥埃	Blaise Compaoré
奥托·布勞恩	Otto Braun
奥托·勃劳恩	Otto Braun
帕拉曼加·厄恩斯特·约恩利	Paramanga Ernest Yonli
多米蒂昂·恩达伊泽耶	Domitien Ndayizeye
保罗·比亚	Paul Biya
杰克·雷恩	Jack Ryan (Tom Clancy character)
汤姆·克蘭西	Tom Clancy
格罗弗·克利夫蘭	Grover Cleveland
皮尔·卡丹	Pierre Cardin
艾弗雷姆·伊诺尼	Ephraïm Inoni
保罗·比亞	Paul Biya
伊高·東迪	Mr. Eko
伊丽莎白·「莉比」	Libby Smith
瓦西里四世·伊凡诺维奇·叔伊斯基	Vasili IV of Russia
瓦西里一世·德米特里耶维奇	Vasily I of Moscow
瓦西里三世·伊凡诺维奇	Vasili III of Russia
佩德罗·皮雷斯	Pedro Pires
若泽·马里亚·内维斯	José Maria Neves
薇拉·凯瑟	Willa Cather
弗朗西斯·萊特	Francis Light
史帝芬·史匹柏	Steven Spielberg
温特沃思·米勒	Wentworth Miller
弗朗索瓦·博齐泽	François Bozizé
佛朗索瓦·波吉傑	François Bozizé
费斯图斯·莫蓋	Festus Mogae
德斯蒙德·休謨	Desmond Hume
纠泽佩·加里波底	Giuseppe Garibaldi
詹姆斯·門羅	James Monroe
约翰·亞當斯	John Adams
詹姆斯·麥迪遜	James Madison
向日葵(凡·高)	Sunflowers (Van Gogh series)
詹姆斯·艾尔文	James Irwin
塞莱斯坦·勒鲁瓦·加翁巴莱	Célestin Gaombalet
伊德里斯·代比	Idriss Déby
穆萨·法基	Moussa Faki
席德·維瑟斯	Sid Vicious
里查德·费曼	Richard Feynman
阿道夫·梯也尔	Adolphe Thiers
奥古斯特·施莱赫尔	August Schleicher
库尔特·许士尼格	Kurt Schuschnigg
库尔特·舒斯尼格	Kurt Schuschnigg
KW·h	Kilowatt hour
安德烈·图波列夫	Andrei Tupolev
布伦特·桑乔	Brent Sancho
帕斯卡尔·约阿迪姆纳吉	Pascal Yoadimnadji
理查德·波寧	Richard Bonynge
埃尔怫雷德·阿德勒	Alfred Adler
马里·阿尔卡蒂里	Mari Alkatiri
弗朗茨·冯·帕彭	Franz von Papen
夏纳纳·古斯芒	Xanana Gusmão
本杰明·莱纳斯	Ben Linus
露丝·韓德森	Rose and Bernard Nadler
德米特里·康斯坦丁诺维奇(苏兹达尔)	Dmitry of Suzdal
维维安·福	Marc-Vivien Foé
罗吉尔·培根	Roger Bacon
本杰明·哈里森	Benjamin Harrison
詹弗兰科·佐拉	Gianfranco Zola
切斯特·艾伦·阿瑟	Chester A. Arthur
夏洛克·福爾摩斯	Sherlock Holmes
安德鲁·约翰逊	Andrew Johnson
罗杰·培根	Roger Bacon
冯·巴本	Franz von Papen
齐丹·齐丹内	Zinedine Zidane
赫尔穆特·約翰內斯·路德維希·冯·毛奇	Helmuth von Moltke the Younger
赫尔穆特·约翰内斯·路德维希·冯·毛奇	Helmuth von Moltke the Younger
赫尔穆特·卡爾·貝恩哈特·冯·毛奇	Helmuth von Moltke the Elder
吉米·罕醉克斯	Jimi Hendrix
尼尔·岩士唐	Neil Armstrong
阿尔伯特·愛因斯坦	Albert Einstein
保罗·麥卡尼	Paul McCartney
斯托扬·普羅蒂奇	Stojan Protić
斯托扬·普罗蒂奇	Stojan Protić
苏珊娜·塔瑪洛	Susanna Tamaro
凯伦·安	Keren Ann
罗宾德拉纳特·泰戈爾	Rabindranath Tagore
山姆苏尔·麦丁	Shamsul Maidin
沙·賈汗	Shah Jahan
内尔松·奎瓦斯	Nelson Cuevas
大卫·比利亚	David Villa
大卫·比利亞	David Villa
吉奥瓦尼·特拉帕托尼	Giovanni Trapattoni
罗夫·科普蘭	Ralph Copeland
葛塔诺·多尼采蒂	Gaetano Donizetti
弗兰克·德布莱克雷	Frank De Bleeckere
乔瓦尼·特拉帕托尼	Giovanni Trapattoni
柳普科·彼德洛维奇	Ljupko Petrović
阿布·穆萨卜·扎卡维	Abu Musab al-Zarqawi
印第安纳·琼斯	Indiana Jones
费尔南多·莫伦特斯	Fernando Morientes
阿巴斯·米爾札	Abbas Mirza
路易斯·斯威夫特	Lewis A. Swift
马龙·白蘭度	Marlon Brando
甸恩·艾殊頓	Dean Ashton
迪恩·阿什顿	Dean Ashton
汉斯·朔尔	Hans Scholl
艾尔维斯·普雷斯利	Elvis Presley
尼克·丹頓	Nick Denton
恩斯特·哈佩尔	Ernst Happel
阿尔伯特·馬爾夫	Albert Marth
内斯托尔·基什內爾	Néstor Kirchner
阿布·艾尤卜·穆哈吉尔	Abu Ayyub al-Masri
阿布·艾尤卜·马斯里	Abu Ayyub al-Masri
雷蒙·多梅内克	Raymond Domenech
阿扎利·阿苏马尼	Azali Assoumani
德尼·萨苏-恩格索	Denis Sassou Nguesso
伊西多尔·姆武巴	Isidore Mvouba
阿布·哈姆扎·穆哈杰尔	Abu Ayyub al-Masri
洛朗·巴博	Laurent Gbagbo
塞义杜·埃利马内·迪亚拉	Seydou Diarra
伊斯梅尔·奥马尔·盖莱	Ismaïl Omar Guelleh
迪莱塔·穆罕默德·迪莱塔	Dileita Mohamed Dileita
奥拉西奥·埃利松多	Horacio Elizondo
华莱士·卡罗瑟斯	Wallace Carothers
雅克·拉岡	Jacques Lacan
威廉·理察·華格納	Richard Wagner
勒奈·笛卡兒	René Descartes
特奥多罗·奥比昂·恩圭马·姆巴索戈	Teodoro Obiang Nguema Mbasogo
圣托马斯·阿奎納	Thomas Aquinas
梅莱斯·泽纳维	Meles Zenawi
哈吉·奥马尔·邦戈	Omar Bongo
尼尔斯·波耳	Niels Bohr
让-弗朗索瓦·恩图图梅·埃马内	Jean-François Ntoutoume Emane
艾伦·圖靈	Alan Turing
叶海亚·贾梅	Yahya Jammeh
简·奧斯丁	Jane Austen
米格尔·德·賽凡提斯	Miguel de Cervantes
约翰·阿吉耶库姆·库福尔	John Kufuor
兰萨纳·孔戴	Lansana Conté
塞卢·达莱因·迪亚洛	Cellou Dalein Diallo
安东尼·列奧波德·德弗札克	Antonín Dvořák
